Name,Yr,Team,G,AB,PA,H_b,1B,2B,3B,HR_b,R_b,RBI,BB_b,IBB_b,SO_b,BB%,K%,BB/K,BABIP_b,HBP_b,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,W,L,GS,CG,IP,H_p,HR_p,BB_p,SO_p,R_p,SV,BS,BK,ER,HBP_p,HLD,IBB_p,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP_p,FIP,WHIP,Contract Yrs,Total Salary($),Avg Salary($)
Darren Oliver,2008,Angels,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.46,7.0,1.0,0.0,0.0,72.0,67.0,5.0,16.0,48.0,24.0,0.0,2.0,0.0,23.0,4.0,12.0,2.0,0.0,291.0,3.0,0.62,2.0,6.0,3.0,11.0,47.2,6.2,78.8,2.87,0.284,3.53,1.15,1.0,3655000.0,3655000.0
David Eckstein,2008,Padres,94,324.0,376.0,86.0,63.0,21.0,0.0,2.0,32.0,27.0,31.0,1.0,32.0,8.2,8.5,0.97,0.287,9.0,3.0,9.0,7.0,2.0,1.0,-6.3,0.083,0.314,-4.4,0.265,0.343,0.349,0.6920000000000001,-0.1,87.0,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000.0,850000.0
David Ross,2008,Braves,60,142.0,182.0,32.0,20.0,9.0,0.0,3.0,18.0,13.0,32.0,4.0,39.0,17.6,21.4,0.82,0.287,1.0,1.0,6.0,3.0,0.0,1.0,7.4,0.127,0.325,-0.6,0.225,0.369,0.35200000000000004,0.721,1.1,91.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3000000.0,1500000.0
David Weathers,2008,Reds,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.5,4.0,6.0,0.0,0.0,69.1,76.0,6.0,30.0,46.0,27.0,0.0,4.0,1.0,25.0,3.0,19.0,8.0,0.0,311.0,1.0,0.78,3.89,5.97,1.53,5.1,43.9,8.2,81.5,3.25,0.31,4.36,1.53,1.0,3900000.0,3900000.0
Dennys Reyes,2008,Twins,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.07,3.0,0.0,0.0,0.0,46.1,40.0,4.0,15.0,39.0,12.0,0.0,3.0,0.0,12.0,2.0,17.0,2.0,0.0,188.0,5.0,0.78,2.91,7.58,2.6,12.8,59.7,13.3,87.6,2.33,0.281,3.67,1.19,2.0,3000000.0,1500000.0
Derek Lowe,2008,Dodgers,34,65.0,75.0,9.0,9.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,20.0,4.0,26.7,0.15,0.2,0.0,0.0,7.0,0.0,0.0,0.0,7.9,0.0,0.15,0.0,0.138,0.17600000000000002,0.138,0.315,4.8,0.0,1.57,14.0,11.0,34.0,1.0,211.0,194.0,14.0,45.0,147.0,84.0,0.0,0.0,0.0,76.0,1.0,0.0,7.0,0.0,851.0,2.0,0.6,1.92,6.27,3.27,12.0,60.3,9.5,70.8,3.24,0.28,3.26,1.13,4.0,60000000.0,15000000.0
Doug Brocail,2008,Astros,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.31,7.0,5.0,0.0,0.0,68.2,63.0,8.0,21.0,64.0,30.0,2.0,3.0,1.0,30.0,3.0,22.0,5.0,0.0,286.0,1.0,1.05,2.75,8.39,3.05,15.0,41.0,9.9,75.2,3.93,0.289,3.83,1.22,1.0,2750000.0,2750000.0
Edgar Renteria,2008,Tigers,138,503.0,547.0,136.0,102.0,22.0,2.0,10.0,69.0,55.0,37.0,1.0,64.0,6.8,11.7,0.58,0.29,0.0,5.0,2.0,19.0,6.0,3.0,5.1,0.111,0.309,-8.8,0.27,0.317,0.382,0.6990000000000001,1.1,84.0,-1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18500000.0,9250000.0
Eric Hinske,2008,Rays,133,381.0,432.0,94.0,52.0,21.0,1.0,20.0,59.0,60.0,47.0,4.0,88.0,10.9,20.4,0.53,0.27,3.0,1.0,0.0,13.0,10.0,3.0,-2.5,0.218,0.345,6.1,0.247,0.333,0.465,0.7979999999999999,2.0,112.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000.0,1500000.0
Felipe Lopez,2008,Diamondbacks,143,481.0,532.0,136.0,100.0,28.0,2.0,6.0,64.0,46.0,43.0,2.0,82.0,8.1,15.4,0.52,0.328,3.0,3.0,2.0,13.0,8.0,8.0,-5.7,0.104,0.325,-1.6,0.28300000000000003,0.343,0.387,0.73,0.4,94.0,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3500000.0,3500000.0
Francisco Rodriguez,2008,Angels,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,3.27,2.0,3.0,0.0,0.0,68.1,54.0,4.0,34.0,77.0,21.0,62.0,7.0,0.0,17.0,2.0,0.0,4.0,0.0,288.0,6.0,0.53,4.48,10.14,2.26,14.9,42.4,6.2,81.8,2.24,0.292,3.22,1.29,3.0,37000000.0,12333333.333333336
Gabe Kapler,2008,Brewers,96,229.0,245.0,69.0,42.0,17.0,2.0,8.0,36.0,38.0,13.0,0.0,39.0,5.3,15.9,0.33,0.333,1.0,1.0,1.0,3.0,3.0,1.0,2.5,0.197,0.362,6.8,0.301,0.34,0.498,0.838,1.7,119.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1000000.0
Garret Anderson,2008,Angels,145,557.0,593.0,163.0,118.0,27.0,3.0,15.0,66.0,84.0,29.0,6.0,77.0,4.9,13.0,0.38,0.314,1.0,6.0,0.0,11.0,7.0,4.0,-2.5,0.14,0.327,-0.7,0.293,0.325,0.433,0.758,1.4,98.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500000.0,2500000.0
Greg Norton,2008,Braves,117,187.0,220.0,49.0,30.0,12.0,0.0,7.0,29.0,35.0,33.0,4.0,44.0,15.0,20.0,0.75,0.309,0.0,0.0,0.0,7.0,0.0,0.0,-7.0,0.17600000000000002,0.355,4.8,0.262,0.373,0.439,0.8109999999999999,0.4,115.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800000.0,800000.0
Gregg Zaun,2008,Blue Jays,86,245.0,288.0,58.0,40.0,12.0,0.0,6.0,29.0,30.0,38.0,1.0,38.0,13.2,13.2,1.0,0.257,1.0,1.0,3.0,6.0,2.0,1.0,4.1,0.122,0.317,-2.7,0.237,0.34,0.359,0.7,0.9,90.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000.0,1500000.0
Guillermo Mota,2008,Brewers,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.4,5.0,6.0,0.0,0.0,57.0,52.0,7.0,28.0,50.0,28.0,1.0,3.0,1.0,26.0,0.0,11.0,0.0,0.0,244.0,4.0,1.11,4.42,7.89,1.79,9.0,44.8,12.7,74.1,4.11,0.28300000000000003,4.45,1.4,1.0,2350000.0,2350000.0
Henry Blanco,2008,Cubs,58,120.0,128.0,35.0,29.0,3.0,0.0,3.0,15.0,12.0,6.0,1.0,22.0,4.7,17.2,0.27,0.337,0.0,0.0,2.0,4.0,0.0,0.0,5.0,0.1,0.315,-1.4,0.292,0.325,0.392,0.7170000000000001,0.6,82.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000.0,750000.0
Horacio Ramirez,2008,Royals,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.51,1.0,4.0,0.0,0.0,37.1,45.0,1.0,9.0,13.0,20.0,0.0,0.0,0.0,18.0,2.0,2.0,1.0,0.0,168.0,2.0,0.24,2.17,3.13,1.44,2.4,53.2,2.9,65.9,4.34,0.308,3.67,1.45,1.0,1800000.0,1800000.0
Jamie Moyer,2008,Phillies,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.9,16.0,7.0,33.0,0.0,196.1,199.0,20.0,62.0,123.0,85.0,0.0,0.0,0.0,81.0,11.0,0.0,4.0,0.0,841.0,3.0,0.92,2.84,5.64,1.98,7.3,43.9,9.0,76.6,3.71,0.28600000000000003,4.32,1.33,2.0,13000000.0,6500000.0
Jason Giambi,2008,Yankees,145,458.0,565.0,113.0,61.0,19.0,1.0,32.0,68.0,96.0,76.0,5.0,111.0,13.5,19.6,0.68,0.25,22.0,9.0,0.0,6.0,2.0,1.0,-15.1,0.255,0.378,23.0,0.247,0.373,0.502,0.8759999999999999,2.4,131.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5250000.0,5250000.0
Jason LaRue,2008,Cardinals,61,164.0,189.0,35.0,22.0,8.0,1.0,4.0,17.0,21.0,15.0,1.0,20.0,7.9,10.6,0.75,0.218,5.0,2.0,3.0,6.0,0.0,0.0,5.7,0.134,0.287,-6.5,0.213,0.29600000000000004,0.348,0.643,0.4,71.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950000.0,950000.0
Jason Michaels,2008,Astros,123,286.0,321.0,64.0,42.0,13.0,1.0,8.0,28.0,53.0,27.0,0.0,65.0,8.4,20.2,0.42,0.258,2.0,4.0,2.0,9.0,2.0,1.0,0.2,0.136,0.29,-10.3,0.224,0.292,0.36,0.652,0.0,72.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000.0,750000.0
Jason Varitek,2008,Red Sox,131,423.0,483.0,93.0,60.0,20.0,0.0,13.0,37.0,43.0,52.0,3.0,122.0,10.8,25.3,0.43,0.276,6.0,2.0,0.0,13.0,0.0,1.0,9.4,0.139,0.301,-10.9,0.22,0.313,0.359,0.672,0.8,76.0,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000000.0,5000000.0
Jeremy Affeldt,2008,Reds,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-0.12,1.0,1.0,0.0,0.0,78.1,78.0,9.0,25.0,80.0,36.0,0.0,1.0,0.0,29.0,3.0,5.0,0.0,0.0,335.0,6.0,1.03,2.87,9.19,3.2,16.4,54.4,15.0,75.0,3.33,0.317,3.66,1.31,2.0,8000000.0,4000000.0
Joe Beimel,2008,Dodgers,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.06,5.0,1.0,0.0,0.0,49.0,50.0,0.0,21.0,32.0,11.0,0.0,0.0,1.0,11.0,3.0,12.0,4.0,0.0,214.0,1.0,0.0,3.86,5.88,1.52,5.1,47.4,0.0,85.1,2.02,0.316,3.3,1.45,1.0,2000000.0,2000000.0
Joe Crede,2008,White Sox,97,335.0,373.0,83.0,47.0,18.0,1.0,17.0,41.0,55.0,30.0,0.0,45.0,8.0,12.1,0.67,0.238,4.0,4.0,0.0,10.0,0.0,3.0,6.7,0.212,0.335,2.1,0.248,0.314,0.46,0.773,1.6,99.0,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500000.0,2500000.0
Joe Nelson,2008,Marlins,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.15,3.0,1.0,0.0,0.0,54.0,42.0,5.0,22.0,60.0,16.0,1.0,4.0,0.0,12.0,2.0,11.0,4.0,0.0,230.0,3.0,0.83,3.67,10.0,2.73,16.5,39.7,9.4,84.8,2.0,0.262,3.45,1.19,1.0,1300000.0,1300000.0
Joey Gathright,2008,Royals,105,279.0,315.0,71.0,67.0,3.0,1.0,0.0,41.0,22.0,20.0,0.0,40.0,6.3,12.7,0.5,0.295,4.0,2.0,10.0,3.0,21.0,4.0,2.9,0.018000000000000002,0.271,-15.0,0.254,0.311,0.272,0.584,0.2,57.0,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800000.0,800000.0
John Bale,2008,Royals,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.03,0.0,3.0,3.0,0.0,26.2,29.0,1.0,6.0,14.0,13.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,110.0,1.0,0.34,2.03,4.73,2.33,7.3,50.6,4.2,65.5,4.39,0.315,3.24,1.31,1.0,1200000.0,1200000.0
Jon Garland,2008,Angels,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,-1.49,14.0,8.0,32.0,1.0,196.2,237.0,23.0,59.0,90.0,116.0,0.0,0.0,0.0,107.0,8.0,0.0,4.0,0.0,864.0,4.0,1.05,2.7,4.12,1.53,3.6,49.9,11.9,69.2,4.9,0.313,4.76,1.51,1.0,7250000.0,7250000.0
Jorge Julio,2008,Brewers,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.33,3.0,0.0,0.0,0.0,30.0,27.0,3.0,19.0,34.0,12.0,0.0,1.0,0.0,12.0,1.0,0.0,2.0,0.0,132.0,6.0,0.9,5.7,10.2,1.79,11.4,46.2,10.7,81.8,3.6,0.32,4.17,1.53,1.0,950000.0,950000.0
Juan Cruz,2008,Diamondbacks,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.72,4.0,0.0,0.0,0.0,51.2,34.0,5.0,31.0,71.0,17.0,0.0,2.0,0.0,15.0,3.0,8.0,0.0,0.0,215.0,1.0,0.87,5.4,12.37,2.29,18.6,26.9,8.1,83.6,2.61,0.276,3.62,1.26,2.0,6000000.0,3000000.0
Juan Rivera,2008,Angels,89,256.0,280.0,63.0,38.0,13.0,0.0,12.0,31.0,45.0,16.0,0.0,33.0,5.7,11.8,0.48,0.233,0.0,8.0,0.0,10.0,1.0,1.0,-11.6,0.191,0.307,-4.9,0.246,0.282,0.438,0.72,-1.0,85.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12750000.0,4250000.0
Kerry Wood,2008,Cubs,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.94,5.0,4.0,0.0,0.0,66.1,54.0,3.0,18.0,84.0,24.0,34.0,6.0,0.0,24.0,7.0,0.0,4.0,0.0,276.0,1.0,0.41,2.44,11.4,4.67,23.9,38.8,4.6,73.5,3.26,0.311,2.32,1.09,2.0,20500000.0,10250000.0
Kyle Farnsworth,2008,Royals,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.03,2.0,3.0,0.0,0.0,60.1,70.0,15.0,22.0,61.0,32.0,1.0,3.0,1.0,30.0,1.0,14.0,4.0,0.0,261.0,1.0,2.24,3.28,9.1,2.77,14.9,35.1,19.0,84.7,4.48,0.34,5.49,1.52,2.0,9250000.0,4625000.0
Lance Cormier,2008,Orioles,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.23,3.0,3.0,1.0,0.0,71.2,78.0,4.0,34.0,46.0,36.0,1.0,2.0,1.0,32.0,1.0,0.0,3.0,0.0,319.0,2.0,0.5,4.27,5.78,1.35,3.8,56.8,7.7,71.7,4.02,0.316,4.04,1.56,1.0,675000.0,675000.0
Luis Ayala,2008,Twins,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-2.98,2.0,10.0,0.0,0.0,75.2,86.0,9.0,24.0,50.0,53.0,9.0,6.0,0.0,48.0,4.0,19.0,4.0,0.0,335.0,1.0,1.07,2.85,5.95,2.08,7.8,45.6,11.1,60.2,5.71,0.31,4.47,1.45,1.0,1300000.0,1300000.0
Manny Ramirez,2008,Dodgers,153,552.0,654.0,183.0,109.0,36.0,1.0,37.0,102.0,121.0,87.0,24.0,124.0,13.3,19.0,0.7,0.37,11.0,4.0,0.0,17.0,3.0,0.0,-14.4,0.27,0.4320000000000001,56.7,0.332,0.43,0.601,1.031,5.9,165.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45000000.0,22500000.0
Mark Hendrickson,2008,Marlins,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,-1.42,7.0,8.0,19.0,0.0,133.2,148.0,17.0,48.0,81.0,87.0,0.0,0.0,0.0,81.0,5.0,3.0,7.0,0.0,590.0,4.0,1.14,3.23,5.45,1.69,5.6,44.3,10.9,64.3,5.45,0.298,4.76,1.47,1.0,1500000.0,1500000.0
Mark Kotsay,2008,Red Sox,110,402.0,436.0,111.0,76.0,25.0,4.0,6.0,45.0,49.0,32.0,3.0,45.0,7.3,10.3,0.71,0.298,0.0,1.0,1.0,14.0,2.0,4.0,-6.0,0.127,0.321,-2.7,0.276,0.329,0.403,0.732,0.2,92.0,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000.0,1500000.0
Mark Loretta,2008,Astros,101,261.0,297.0,73.0,54.0,15.0,0.0,4.0,27.0,38.0,29.0,1.0,30.0,9.8,10.1,0.97,0.297,2.0,5.0,0.0,9.0,0.0,0.0,4.8,0.103,0.327,-0.4,0.28,0.35,0.383,0.733,1.3,97.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1250000.0,1250000.0
Mark Teixeira,2008,Yankees,157,574.0,685.0,177.0,103.0,41.0,0.0,33.0,102.0,121.0,97.0,13.0,93.0,14.2,13.6,1.04,0.316,7.0,7.0,0.0,17.0,2.0,0.0,1.7,0.244,0.41,46.1,0.308,0.41,0.552,0.962,6.9,152.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,180000000.0,22500000.0
Mike Hampton,2008,Braves,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.57,3.0,4.0,13.0,0.0,78.0,83.0,10.0,28.0,38.0,45.0,0.0,0.0,0.0,42.0,1.0,0.0,6.0,0.0,331.0,0.0,1.15,3.23,4.38,1.36,3.0,52.7,15.2,68.4,4.85,0.287,4.94,1.42,1.0,2000000.0,2000000.0
Mike Lamb,2008,Mets,92,247.0,272.0,58.0,42.0,12.0,3.0,1.0,22.0,32.0,17.0,4.0,33.0,6.3,12.1,0.52,0.258,0.0,8.0,0.0,3.0,0.0,1.0,-4.3,0.085,0.256,-16.1,0.235,0.276,0.32,0.596,-1.1,51.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000.0,400000.0
Mike Lincoln,2008,Reds,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.05,2.0,5.0,0.0,0.0,70.1,66.0,10.0,24.0,57.0,37.0,0.0,1.0,0.0,35.0,3.0,10.0,1.0,0.0,297.0,3.0,1.28,3.07,7.29,2.38,11.1,52.4,15.9,70.9,4.48,0.276,4.51,1.28,2.0,4000000.0,2000000.0
Milton Bradley,2008,Rangers,126,414.0,510.0,133.0,78.0,32.0,1.0,22.0,78.0,77.0,80.0,13.0,112.0,15.7,22.0,0.71,0.388,9.0,6.0,0.0,10.0,5.0,3.0,-8.6,0.242,0.424,40.4,0.321,0.436,0.563,0.999,4.2,159.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30000000.0,10000000.0
